Datetime,Rsl_1,Rsl_2,Rsl_3,flow_spill_Rsl_1,flow_spill_Rsl_2,flow_spill_Rsl_3
2000-01-01T00:00:00,34008.355962904956,109606.068,63375.912000000004,0.0,0.0,0.0
2000-01-02T00:00:00,35405.37,109606.068,65109.096000000005,400.7555804052614,1605.817979999999,2204.5378876825885
2000-01-03T00:00:00,35405.37,109606.068,65109.096000000005,314.65945879486753,1186.4642399999998,1752.032126962409
2000-01-04T00:00:00,35405.37,109606.068,65109.096000000005,320.40359999999964,1186.4642399999993,1773.9648
2000-01-05T00:00:00,35405.37,109606.068,65109.096000000005,305.6724000000006,1131.914159999999,1692.4032000000002
2000-01-06T00:00:00,35405.37,109606.068,64869.5088,365.51790000000005,1353.5238600000002,2023.7472000000002
2000-01-07T00:00:00,35405.37,109606.068,64844.020800000006,349.86600000000004,1295.5643999999998,1937.0880000000002
2000-01-08T00:00:00,35405.37,109606.068,65109.096000000005,305.6724,1131.9141599999996,1689.5720180219296
2000-01-09T00:00:00,35024.2002,108194.58468,63002.59703261552,381.16979999999995,1411.4833199999998,2106.4989673844802
2000-01-10T00:00:00,34627.3785,106725.1419,60805.53143261552,396.82169999999996,1469.4427799999999,2197.0656
2000-01-11T00:00:00,34182.964470675026,105082.35663433255,58370.55041992913,444.414029324974,1642.7852656674445,2434.9810126863854
2000-01-12T00:00:00,35405.37,109606.068,63759.360446878054,346.4310683111911,1278.1153981544207,1875.2699730510794
2000-01-13T00:00:00,35104.46984347066,108498.46714468047,62154.9094460539,300.90015652934204,1107.6008553195247,1604.451000824156
2000-01-14T00:00:00,34902.86624347066,107751.92290468047,60652.81003946654,320.4036,1186.4642399999998,1756.9794065873596
2000-01-15T00:00:00,35405.37,109606.068,64802.80173382544,432.02368507969993,1597.6378772434457,2349.4483056410977
2000-01-16T00:00:00,35226.68863792668,108947.9592083062,63069.982445626374,416.2813620733212,1537.9487916938047,2242.579288199069
2000-01-17T00:00:00,35405.37,109606.068,63685.841091540366,349.86600000000004,1295.5643999999998,1932.941354086012
2000-01-18T00:00:00,34935.01787385111,107865.72746507199,61114.005099775626,470.3521261488941,1740.3405349280097,2571.835991764742
2000-01-19T00:00:00,35405.37,109606.068,65109.096000000005,446.5395,1653.5493,2447.3478361288753
2000-01-20T00:00:00,34974.27334126526,108013.17770984977,62778.91627715406,431.0966587347451,1592.8902901502352,2330.1797228459445
2000-01-21T00:00:00,34608.75544126526,106659.65384984977,60755.16907715406,365.51790000000005,1353.5238600000002,2023.7472000000002
2000-01-22T00:00:00,34214.07277065054,105201.02395383024,58594.94585510484,394.6826706147163,1458.62989601952,2160.223222049225
2000-01-23T00:00:00,33759.26435025929,103523.19184019927,56133.43479058645,454.8084203912541,1677.8321136309642,2461.5110645183886
2000-01-24T00:00:00,33346.71428401147,102004.33391310774,53930.11623085226,412.55006624782,1518.8579270915327,2203.318559734186
2000-01-25T00:00:00,35405.37,109606.068,65109.096000000005,483.8994850424812,1777.1493759238401,2540.4786777874565
2000-01-26T00:00:00,35405.37,109606.068,65109.096000000005,421.9796899231388,1546.0729519207284,2176.9155118915987
2000-01-27T00:00:00,35099.6976,108474.15384,63416.692800000004,305.6724,1131.9141599999996,1692.4032000000002
2000-01-28T00:00:00,34821.6462,107444.52108,61877.2176,278.0514,1029.6327600000002,1539.4752000000003
2000-01-29T00:00:00,34517.13827386992,106318.50081227017,60205.23418302534,304.50792613008406,1126.0202677298387,1671.983416974661
2000-01-30T00:00:00,34466.836202308674,106135.74108117472,58951.01167611125,347.3020715612438,1282.5597310954502,1891.4225069140905
2000-01-31T00:00:00,35405.37,109606.068,65109.096000000005,361.40868406033957,1332.64167251019,1949.4575943854147
2000-02-01T00:00:00,35405.37,109606.068,65109.096000000005,376.63581834854176,1388.4567472787255,2011.135551819583
2000-02-02T00:00:00,35024.2002,108194.58468,62998.689600000005,381.16979999999995,1411.4833199999998,2110.4064
2000-02-03T00:00:00,34605.2817,106643.31678,60679.2816,418.9185,1551.2678999999998,2319.408
2000-02-04T00:00:00,35405.37,109606.068,62802.48431710318,333.53960139028993,1232.935745779278,1827.4372828968226
2000-02-05T00:00:00,35012.55725709716,108156.9937504537,60677.732661497495,392.8127429028368,1449.0742495463082,2124.7516556056844
2000-02-06T00:00:00,34677.422457097164,106915.97943045369,58852.99594487733,335.13480000000004,1241.01432,1824.7367166201677
2000-02-07T00:00:00,34260.5594910507,105375.08224844487,56609.95719523014,416.8629660464672,1540.8971820088168,2243.0387496471917
2000-02-08T00:00:00,34061.89529225615,104643.43255153106,55175.78212999635,317.46419879454544,1171.5696969138025,1689.0550652337972
2000-02-09T00:00:00,35405.37,109606.068,65109.096000000005,375.6083765157963,1383.2061440933933,1967.847959547509
2000-02-10T00:00:00,35405.37,109606.068,65109.096000000005,343.84290256906326,1264.9064940759881,1780.1695996495534
2000-02-11T00:00:00,35405.37,109606.068,65109.096000000005,291.8619000000009,1080.7734599999965,1615.9392
2000-02-12T00:00:00,35405.37,109606.068,65109.096000000005,278.0514,1029.6327600000002,1539.4752000000003
2000-02-13T00:00:00,35405.37,109606.068,65109.096000000005,320.4036,1186.4642399999998,1773.9648
2000-02-14T00:00:00,35113.5081,108525.29454,63493.156800000004,291.86190000000005,1080.7734599999997,1615.9392
2000-02-15T00:00:00,34763.6421,107229.73014,61556.0688,349.86600000000004,1295.5643999999998,1937.0880000000002
2000-02-16T00:00:00,35405.37,109606.068,65109.096000000005,364.18883433575036,1346.7975975319434,2000.4587368559178
2000-02-17T00:00:00,35405.37,109606.068,65109.096000000005,347.0429561617606,1281.2390105185084,1886.6387685773086
2000-02-18T00:00:00,35320.6953,109292.51502,64237.40640000001,203.47469999999998,753.4729799999999,1126.5695999999998
2000-02-19T00:00:00,35056.4544,108314.02296,62774.395200000006,264.24089999999995,978.49206,1463.0112000000001
2000-02-20T00:00:00,34721.67123400324,107074.78548449592,60930.26408624486,334.78316599675964,1239.2374755040807,1844.1311137551434
2000-02-21T00:00:00,34357.74458343311,105729.31823273338,58940.52102640964,363.926650570129,1345.4672517625427,1989.7430598352248
2000-02-22T00:00:00,33915.0481173336,104095.27284779765,56544.64900978122,442.6964660995069,1634.0453849357293,2395.872016628419
2000-02-23T00:00:00,33538.95423085735,102709.61196809303,54533.699677067656,376.0938864762534,1385.660879704614,2010.9493327135672
2000-02-24T00:00:00,33165.093157509174,101335.41689497323,52567.11207989668,373.86107334817484,1374.1950731198071,1966.5875971709775
2000-02-25T00:00:00,32823.71704724843,100083.27379473513,50799.08689583746,341.3761102607494,1252.1431002380996,1768.0251840592168
2000-02-26T00:00:00,35405.37,109606.068,59174.71732628752,457.52174849669547,1674.4601029652574,2329.3295695499437
2000-02-27T00:00:00,35405.37,109606.068,58356.56138366497,443.68990963142386,1620.407963519445,2219.9959426225532
2000-02-28T00:00:00,34971.7203,108000.25001999999,56064.03045761144,433.6497,1605.81798,2292.53092605353
2000-02-29T00:00:00,34525.1808,106346.70072,53720.47560014703,446.5395,1653.5493,2343.554857464413
2000-03-01T00:00:00,35405.37,109606.068,62005.52885578732,394.6698582888729,1458.5408487403417,2037.586744359709
