Date;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
2005-06-01;106090.9538;171431.1619;115414.925;152916.9931;247589.4356;134830.4286;86448.93122;151821.6605;44921.49442;97254.11582;84618.33644;202308.0204;70159.44082;50016.64603;29025.34166;73485.15362;97051.79465;79579.68181;103886.664;201548.0196;150005.2021;120813.0273;142637.5462;72856.19384;203620.1677;75750.18418;109097.8754;255176.7161;172374.896;121615.7169;32425.35219;99597.2389;50731.69345;35487.49611
2005-07-01;199838.0084;315400.4474;248781.4629;297908.226;444118.8126;253299.1741;211196.0349;310963.2475;103535.0329;187539.8977;202502.7037;372861.939;167756.8016;127465.9206;81233.44231;146569.5273;217262.4063;179801.6174;219074.0561;406551.4412;314061.5144;248741.4486;236967.8879;149466.3806;451256.2995;182935.2443;207715.6434;487744.0968;303664.2745;215816.582;84053.08664;267927.4592;100944.756;62471.59839
2005-08-01;89376.95396;147327.1912;95432.87766;124665.6364;218723.6803;109949.1634;59351.39322;117517.9528;31806.24148;77476.19534;59277.08101;166468.5237;50029.38223;34410.77775;18568.44002;57996.27686;81093.26684;63136.22242;83481.00042;159494.5314;120754.7053;97373.20268;124025.0316;56410.12734;151169.2561;61249.74865;105827.0084;264560.6217;168513.0558;102859.2128;20029.19009;65203.18043;41368.6012;29751.4717
2005-09-01;70763.89861;117864.3504;66739.93975;101344.638;169472.5292;93661.39662;40542.69379;94507.8181;23882.81554;65720.1215;42976.97389;142679.2889;37283.64328;24310.28697;11711.03002;48065.80085;54540.91841;44699.64892;64822.62486;132049.3984;89782.09841;75380.98401;110889.4697;46189.8762;115220.5507;36843.13872;73316.03444;168334.2083;125345.0679;91722.44275;12042.5937;43787.81801;35479.62892;26008.63382
2005-10-01;67627.0659;113474.4455;61691.57606;96285.81691;163244.6136;90163.03539;36696.23548;90152.12417;22260.8521;63230.14104;40028.9585;137688.3395;34796.01645;22048.92325;10272.75056;45732.29027;50655.788;42089.96361;61576.62195;125812.9277;84573.61007;71854.27773;108064.4664;43818.44187;108306.4349;33401.74761;69835.57051;159160.4354;120522.3445;89010.61678;10618.04742;39124.91995;34153.74354;25040.91185
2005-11-01;66709.17106;112398.6565;60696.00874;94014.54377;161585.0065;88819.16821;35303.514;88547.69111;21711.61187;62314.30292;39362.67123;136107.4766;33843.85747;21162.88099;9748.093776;44810.83238;49422.65046;41048.65122;60612.562;123594.3182;82923.52366;70693.73363;106995.3303;42915.52824;105507.7826;32262.3066;68349.63048;155003.5865;118364.297;88124.27759;10174.74505;37361.70924;33637.86945;24699.84189
2005-12-01;66163.98633;111065.2274;60201.99573;92459.68437;161331.4025;87941.40351;34263.8745;87681.64873;21309.03831;61637.86;38866.28044;135008.0209;33163.0573;20530.58991;9333.76953;44159.9198;50494.99708;40224.28152;60054.42381;121949.3204;81795.20631;69934.52954;106275.9329;42202.69203;103554.8469;31500.77784;67318.95411;151613.5361;116644.3015;87044.19172;9859.799266;36116.83005;33283.94741;24398.98413
2006-01-01;65457.5665;111053.6692;59530.32768;90809.7235;159297.9845;86708.29976;33003.41302;85959.43236;20748.69373;60739.88056;38139.73761;133541.2141;32222.08956;19813.99271;8889.168441;43356.94528;47904.59472;39857.126;59306.06818;120136.9271;80469.5406;69065.59521;105467.9132;41462.24946;101273.1357;30550.69247;66227.09763;148696.077;115105.471;86586.48026;9451.426104;34631.61662;32851.89182;24138.19134
2006-02-01;69401.09611;117027.1118;64804.2013;97032.13513;166456.8594;92596.20988;38900.74494;93785.07972;23676.62475;65316.06334;44074.71567;142041.8801;37123.43654;23489.80379;11479.09887;46989.64012;52820.9036;44436.37937;65107.32096;130400.4225;88700.05238;75255.94908;110288.5122;45267.86309;113686.6254;35516.56777;71511.20174;161637.5542;122229.5362;91176.23448;12319.60729;42971.17549;35182.4694;25485.14843
2006-03-01;77219.84428;127683.923;76260.29366;110883.5313;183442.7226;101437.4027;50596.74186;108759.3377;28862.55437;72459.83148;51572.4324;154016.7385;43830.97047;29244.06588;15126.47559;53370.0859;62476.28635;52251.18309;73216.6602;144853.7321;100665.0521;84325.56796;117210.1403;51621.77432;130024.1879;45787.72992;79692.94131;182285.1863;132834.5239;96740.17775;16038.13148;55891.74271;38117.70755;27995.73952
2006-04-01;74452.7235;123081.1043;71104.50751;108429.191;176611.7542;100101.1637;48877.92438;107379.531;28092.53561;71176.41056;50230.0812;151841.6097;42516.64567;28294.8761;14445.30246;52214.95879;57130.2731;48931.4087;70465.05654;141976.7025;95494.77232;81344.18643;115511.2817;50398.92519;126760.476;42590.44129;77658.18107;178726.5816;130750.219;95515.26225;15425.96944;53824.94402;37506.81406;27547.23743
2006-05-01;114884.1083;182515.8863;129881.8399;171167.902;261715.6305;149427.6216;104743.9678;178124.8033;53717.4105;109657.0902;97716.12418;221704.3376;82898.77546;60132.34735;35917.0315;83408.8608;108567.4063;92424.92294;118854.3752;225897.2805;168321.2306;136252.5862;154747.4334;82729.27487;228933.7685;90716.2925;120468.7346;281111.0208;186903.3773;132778.838;37927.54805;124502.2963;57293.9415;39177.05968
2006-06-01;317660.3844;497143.6644;438025.0955;474179.8782;718828.1879;395379.3883;373908.7601;521108.5796;175281.5309;293984.1049;341541.9302;573958.7359;281179.327;219327.158;143531.8419;231805.9316;369687.5639;317154.8374;368053.6222;646276.9146;533801.3291;418791.5583;352116.7817;237829.4306;745666.5602;322330.061;325751.0104;752063.5128;453002.4819;322843.2555;151923.0287;472912.6697;160090.0816;94190.7649
2006-07-01;203420.5213;339554.8124;307234.1959;226157.4504;578588.6106;158761.8957;138258.8421;188387.6903;56130.91582;114147.7261;104140.0169;234429.8015;89251.72591;66522.31872;40118.96405;89067.49034;275835.356;170952.246;178308.0926;243952.019;281169.8835;194067.534;173538.7859;88055.01544;257424.2356;182836.966;183241.7822;426446.527;251217.7949;139951.8878;44265.19382;137253.2905;59952.37005;41536.46028
2006-08-01;90971.55726;146272.8192;92189.10527;142172.95;207044.0719;126459.78;75564.46642;143204.3216;40300.62389;90156.85558;71363.96295;187453.2065;62795.67146;45573.89402;25754.52295;69376.12581;75381.05643;68268.97913;93772.71044;188103.9984;128006.596;106802.9451;136612.2898;67574.16576;180632.7438;64246.34314;98851.75109;230774.9076;160137.5406;114995.2193;26381.78328;90609.47835;47475.79318;34133.97539
2006-09-01;88128.13032;141975.2154;90593.78743;135465.5296;202393.5721;119638.68;69293.68812;133582.1553;37378.98856;85544.70921;64727.0937;177206.5029;57861.11766;40824.69106;22427.79386;65560.80312;74347.47845;65258.64422;87752.65861;175864.3255;121589.8583;101186.1452;131425.1508;63620.22704;167005.6458;61395.91563;93816.26844;219003.7994;153629.8825;109890.3683;23151.34576;80613.7619;44925.32301;32606.47854
2006-10-01;73251.39749;120586.431;69741.77742;110470.0828;173212.9362;99999.59278;48012.84277;106038.3772;27405.24906;70531.55226;47142.27659;150131.2895;42040.82447;28212.4722;14073.79813;52741.83583;55745.82678;48799.1125;69415.23725;142109.0759;94458.99761;80179.2199;115611.6554;50465.43056;126612.3247;43139.73945;77148.6606;178260.3729;131163.5807;95384.53031;14527.76791;52872.07049;37514.12845;27783.68756
2006-11-01;69496.0624;115426.7052;64713.53191;102070.8332;165927.6745;94080.40702;41359.08043;97546.11182;24388.52915;66118.96062;42556.75167;142378.4673;37640.08793;24539.65446;11767.01885;48615.37904;51669.8513;44577.58319;64572.90745;132158.559;87662.40442;74972.64826;111030.5818;46389.98616;115294.4187;37806.58311;71902.05055;164227.2613;123649.8688;91343.87147;12169.07099;44906.86566;35402.09404;26180.48564
2006-12-01;100139.4399;161741.0853;108846.9461;148915.2285;228549.0947;136507.6965;85729.11859;152497.4999;47297.24497;100569.3133;85432.6905;204808.603;74832.59833;53198.96793;30223.22774;75761.13403;89110.59451;80349.88403;105216.0183;204925.1118;142385.41;121980.2098;146251.0353;74928.00879;209180.2969;76643.62049;110498.1912;256859.4975;175258.3566;126667.2864;32990.51508;108771.3786;54686.51569;36300.98596
2007-01-01;74563.51107;125148.8492;75971.60965;104748.5543;183807.621;95418.25855;43569.67074;98922.21057;25368.17622;67370.17411;45194.11093;145816.0733;38967.08617;25752.80902;12471.4749;49514.47374;61150.25371;50217.1374;69169.57051;134873.668;94131.5546;80200.26988;113182.0053;47359.6707;118777.0504;43226.91822;74739.58737;167560.5154;125725.5703;92808.11942;13154.52974;47740.00418;36028.81846;26561.58435
2007-02-01;67318.50028;113309.2997;62319.7006;96296.06187;162676.1484;90758.10277;37695.86554;92318.4371;23198.83856;64201.0181;40815.90414;138720.0587;35734.75367;22778.77083;10431.72616;46485.45939;49505.2861;42602.96023;61998.23463;126283.3174;81664.30056;72295.56441;108946.9721;44431.73003;109832.6933;34813.58063;69785.09885;157760.9693;120305.1435;89573.57812;11181.31292;41355.45462;34316.98707;25350.56859
2007-03-01;66651.7809;112250.7756;61102.8285;94260.77056;161272.1536;89360.01742;36448.40097;90340.30902;23142.97888;63510.3761;40630.03671;137566.9159;34699.20105;21841.38304;9854.980342;45656.24964;48708.80038;41513.17978;60912.59658;124228.4921;80551.08994;71104.0054;107803.3211;43704.78648;106936.6801;33164.71571;68898.27687;155958.4154;118970.6039;88473.88101;10620.69315;39268.38326;33736.08738;25042.88891
2007-04-01;89332.28552;145027.1337;90549.64042;129579.9562;206116.0576;117989.2598;66243.62379;127037.9784;39879.75472;86845.8488;70461.2183;181157.0814;58325.54966;40701.37006;22379.55996;64901.1181;76383.6388;65508.57407;88351.09591;173052.8212;116976.9394;102259.5685;131162.1226;63769.03975;166571.2824;55331.70229;94722.12231;219904.1977;152747.9367;109782.0672;23140.81594;79765.62166;44215.89535;32343.60489
2007-05-01;125998.2061;201604.0049;146020.8664;179936.8973;290914.69;158916.2074;110795.8456;181193.0015;61035.90792;117273.2227;110728.843;240176.136;90351.39406;67276.57413;40160.0984;89984.44855;125591.5071;105144.4967;131108.4065;241340.0259;176956.1434;151271.6092;164902.6566;90011.8618;250764.7762;91842.4083;131013.5947;302334.3215;198186.995;140756.7598;41859.52914;136591.8288;60980.86417;41726.84669
2007-06-01;128057.1352;201352.6218;138727.7641;192547.745;285518.2099;171924.8321;122208.4572;198098.5851;67522.81058;126951.2486;123808.0237;258580.8449;100766.9417;75908.32937;45820.53119;98321.0696;116119.2108;105824.662;138110.2756;263284.8194;176713.5859;156162.9961;174166.9829;98534.45649;288670.3184;93516.14213;139187.6482;330716.4874;212896.004;150809.4077;51640.93173;154916.1133;66260.54585;44888.66901
2007-07-01;137723.7865;218939.6839;167264.7536;195886.0202;324594.4204;170310.5693;126660.3534;198427.7372;65868.23899;124395.9264;118685.1064;252750.3297;98021.43574;73504.57174;44260.76174;95614.17782;141749.4303;116696.2312;141356.742;256640.4426;193038.5571;163473.228;172586.6511;95629.20249;270414.7553;103141.1279;139681.1543;320693.4736;208677.1832;147875.9969;46360.89277;150772.6572;64547.86956;43853.71989
2007-08-01;141794.6202;222714.7944;164370.4784;212305.7163;323953.7673;187096.0522;140406.9825;219153.7757;74665.14963;137875.8484;135827.8209;278052.7489;113996.7359;85328.99523;52064.01211;107143.7037;136399.5112;120603.0875;153094.8751;287008.22;197393.0826;173791.038;186000.4492;107591.8075;320012.9027;106660.7323;159062.6206;373673.5797;236881.4864;161886.5715;57530.72959;175481.8919;71755.86426;48166.20344
2007-09-01;118075.4972;190208.745;135877.7518;171740.0751;274507.4308;148997.0047;100416.1699;167968.6918;56261.84088;110075.2895;99244.39108;225711.4034;82182.44863;61798.06674;36380.76103;85354.2552;118527.8302;97729.3818;120929.9608;222296.344;157490.1391;139131.6823;156739.3019;85025.46036;235502.2495;94820.67096;158791.9257;418974.9441;243381.9315;135646.2504;37739.48389;124257.3441;58234.68232;40180.62696
2007-10-01;76735.80587;127004.4626;74040.93093;111871.0649;184242.7182;101239.1757;48786.15421;103745.0981;30388.1852;72563.87436;50287.49549;154625.3146;43348.56874;29684.26627;15100.81127;54366.63812;62621.75328;52326.59125;72397.44437;143444.33;91707.82363;83144.925;117984.6636;52653.12177;135217.1881;41547.88327;80582.80009;186579.7677;134502.4931;97389.42468;16600.66916;55203.95887;38229.41002;28603.91486
2007-11-01;71610.95256;119049.8117;66454.68843;104039.7205;171721.3039;95840.84165;42999.40467;97345.85702;26924.10502;68263.01175;45200.43558;146384.9055;39251.36465;26039.09111;12747.32012;50338.83619;55490.20958;47212.57192;66804.8712;134460.5767;85978.33872;77277.18133;113430.7523;48495.62109;120232.3086;36301.64739;75072.02733;170826.622;126657.1476;93308.79986;13103.35681;47742.74647;36210.38657;26992.0781
2007-12-01;68823.3515;115048.3271;62881.90395;98660.31218;165593.5979;92043.3197;38863.87369;92602.41866;24832.71986;65312.7417;42297.75006;141256.3394;36418.09335;23577.33017;11158.75179;47607.65487;51910.92181;44065.33009;63454.16397;128415.2262;82836.11798;73792.66673;110253.2873;45733.2269;112472.1286;33441.49634;71272.90249;161192.4341;121590.2349;90496.69683;11535.06356;42441.35821;34790.88673;25904.81061
2008-01-01;68117.33723;114241.2633;62284.35016;96898.47744;164005.5993;90924.4169;38132.87705;91958.26042;24143.54798;64631.81359;42225.17109;140087.5926;35659.82589;23011.34411;10780.94696;46871.7168;50871.88822;43319.47535;62705.05035;126734.6753;82167.08601;73305.17149;109487.4544;45024.44619;110592.8196;32570.38218;70448.28415;158899.2612;120423.7089;89826.69926;11242.51717;41301.14472;34473.04657;25555.29168
2008-02-01;66951.92653;112891.0232;61229.98774;93885.01883;162369.8423;88650.45941;35767.50666;89210.56259;22793.09061;62749.61257;40668.53499;137058.3175;33842.42597;21428.96524;9848.331012;45218.21219;49580.5108;41821.61504;61033.51808;123160.0417;80340.58535;71555.14598;107677.7358;43334.64968;105878.3104;30986.28938;68462.72099;153715.4149;117695.941;88133.62455;10334.42433;38148.68867;33580.20169;24900.7557
2008-03-01;76078.43345;126544.6944;72623.78955;108862.8784;178611.9654;102268.9637;50784.92671;107556.4184;29778.16075;73544.72119;55042.37616;157194.2518;46057.32894;30937.08265;16409.78909;54732.39595;58551.54723;52069.56911;72588.18805;146872.1255;96735.61049;85868.38639;118959.7024;53446.11686;135997.4084;39872.75898;81156.01122;186891.5391;135973.2589;98910.81655;16634.49758;59372.926;38934.12557;28513.37823
2008-04-01;84746.41299;139616.0731;87207.34835;118728.5968;200635.7059;110446.0491;59616.43946;118183.1127;33299.17485;79151.65758;63001.1453;168627.8651;52473.43415;36300.31729;20067.48198;59305.33433;70789.30342;60837.05807;81623.649;161001.3235;110837.2793;96779.55472;125634.6016;58382.10458;153162.2736;48105.48681;88666.07308;203637.9733;145540.869;105071.4397;20419.29299;70854.38937;42144.07074;30206.08601
2008-05-01;94887.49981;154330.4315;98662.58132;138652.158;217627.3627;129080.2413;80849.22713;144464.9545;42424.38304;92981.83966;79908.61183;193645.8972;67452.82906;48072.4538;28024.50702;70486.47827;78750.41896;72237.4211;96049.79646;190316.9496;125930.6724;112054.2769;139353.325;70137.86459;190761.7414;58883.74579;103004.1003;241153.1639;166334.9819;118606.4007;28712.84124;97349.36213;48890.86336;34379.68558
2008-06-01;209233.3274;327540.7991;273737.1368;299656.1852;480630.9814;262688.9699;228244.1018;325185.6737;106891.7509;192263.2227;216083.8008;385703.2743;176050.0867;136892.6214;87933.66909;152997.1955;226353.9298;195124.9959;230191.7653;418403.4662;324397.5163;270688.9844;247741.5168;156515.5638;485103.6959;177260.0741;217967.5999;505357.3265;315743.1951;224570.4947;93178.41554;289032.3007;106535.5911;65291.94278
2008-07-01;155478.8332;249152.8115;191332.9682;213296.8225;361786.4456;185733.1724;141587.6255;216269.6199;67970.32535;134504.6175;137751.7984;276520.33;114091.6733;87302.19877;54266.11966;107138.2288;163449.3005;138676.9642;163418.3049;290896.2665;228585.4204;187004.5331;189391.4652;108035.7206;324700.829;132046.8782;199966.2008;503512.383;299517.8347;165533.3641;56884.02218;179966.0389;73506.15048;48395.81716
2008-08-01;123860.9866;201972.5533;139526.8908;182304.9617;282513.8569;164347.42;117047.7659;188243.0441;57275.83176;117974.2931;113238.5602;242513.8614;95721.59064;72648.22876;44212.78614;93808.87198;119049.2034;105909.0067;133138.7733;251418.407;174143.9245;153009.7482;169556.8643;94041.01074;272423.8307;91874.05086;140087.8437;341775.8746;215002.701;147608.9809;45442.75653;148387.9652;64105.88765;43529.03366
2008-09-01;75392.06904;126047.6253;74288.32608;106104.2404;183178.2846;98707.90637;46610.76951;100658.235;25860.55979;68738.29222;46871.35953;148126.0378;41649.35285;28514.99802;14368.1176;51999.07583;60784.48623;51958.16356;69935.41789;139053.3532;90040.90691;82259.2907;116355.4051;50324.55504;127850.8551;37342.55183;78494.65692;177045.0168;131948.7641;96158.02038;14663.62475;52908.21755;37707.43579;27820.98609
2008-10-01;73372.63763;122211.5085;69582.79699;106431.8765;173842.7553;99370.15986;47133.66348;102777.0599;26627.66728;69814.56399;48971.50987;149867.3923;42729.34699;29195.89716;14838.31662;53031.63993;56117.91891;50418.53642;69622.96093;140576.2514;88220.47019;81637.06112;117084.275;51320.58585;130138.7172;36361.57224;78981.67419;180345.962;133438.1368;97074.64063;14718.35952;54425.10974;38063.54973;28073.0668
2008-11-01;70399.77264;117690.5916;66333.57865;100012.1841;168953.1355;93958.81927;41759.18448;96050.28892;24176.22614;65868.20519;44200.69206;142722.2579;38272.81594;25453.96936;12379.55868;49174.58421;53039.73645;46548.6576;65179.17091;131634.2504;84237.01322;76613.17044;112454.4679;47349.27607;118110.1524;33591.86366;73855.89874;167369.8876;126106.3238;92721.09997;12422.46129;46415.86894;35902.03097;26569.25359
2008-12-01;71512.26389;119059.4677;67385.29533;102902.9542;170331.0399;95941.65945;44462.77392;99900.17509;25385.39279;67574.37336;47297.27876;146349.1784;39965.18093;26938.02166;13391.67389;50882.47114;53220.47657;47623.3989;67179.9953;135295.9034;86263.37278;78592.28826;114369.2819;48983.39152;122868.4899;34919.92646;75794.48569;172837.2037;128847.9481;94384.67574;13371.00533;49594.45882;36711.28669;27124.78951
2009-01-01;75194.97657;124472.9326;74194.34953;108005.9706;179341.1636;98922.53888;49166.53597;105517.7089;26860.7668;69566.60879;51117.59359;150838.8873;42150.17331;29120.16311;14781.15097;53132.28393;58251.97613;51666.43792;70993.64752;140054.1347;91849.65026;82847.11611;117177.6674;51138.79806;129265.9156;38340.01654;78996.26434;180362.9951;132766.2756;96703.70722;14658.3176;54013.20612;37917.35619;27917.16662
2009-02-01;84381.72698;137755.429;84789.03437;126596.0448;195179.2624;114035.1956;65928.21211;127722.4406;34032.0906;80467.98116;67420.82924;172419.9507;54512.12436;39467.17519;21843.20319;63627.96628;65630.51426;61782.9262;84679.13032;165766.4394;107303.1235;97632.00152;130015.3817;61781.03364;163241.5237;48582.09014;92698.86231;215649.8623;152003.9649;109064.1568;21721.49715;76617.17767;44555.31174;31742.59427
2009-03-01;91549.47567;148328.2142;99335.88123;131575.1753;213952.4231;116014.5113;68995.65715;127547.0788;34207.79032;82307.37734;70490.78482;176362.1478;57515.50215;40385.13279;23513.99678;66526.3018;78802.77354;70045.81922;89380.77772;173098.8994;121636.5159;103004.5638;130598.0219;64734.74604;174788.691;55864.39222;96725.58761;224294.7206;157195.2463;109898.7304;23854.92191;77845.40999;44274.71459;32878.85606
2009-04-01;119017.1553;187612.5104;131202.2817;184694.0181;265465.5583;162488.1084;120932.0465;192906.9464;56317.47365;116885.2562;116958.2648;241202.4093;95836.11023;70130.41019;44403.74225;96182.44028;100212.6514;99759.79686;127663.9738;252658.4244;167852.7625;143994.3427;165228.6029;95444.3779;264207.0401;86268.98289;133468.8524;315944.0775;209975.3873;145429.8159;40845.84725;142801.9871;62830.6067;43784.96468
2009-05-01;160109.5287;252328.5384;204101.1307;230790.3764;361046.9542;194114.0177;154860.6688;233112.4399;71620.3478;141763.9818;152883.9118;292033.8342;124441.7632;92436.92529;60095.0464;118279.5467;167810.3921;147204.3386;171518.4131;312364.5387;243808.7246;196568.9857;194126.3967;118263.2571;354924.1533;134775.1193;201399.4339;489645.2765;294809.1867;172441.9084;60164.90239;189914.2771;77698.51398;51942.39056
2009-06-01;193122.39;298616.7026;245257.1175;288374.5952;427071.692;244533.4425;209463.815;302242.9955;95126.69706;178432.9827;201737.9329;361712.0562;165026.7162;125277.3024;82686.91421;153136.6854;197229.7812;178618.2804;214759.0814;398650.1298;296520.7429;243651.4871;233378.8283;151645.6808;449784.3075;180553.1209;246601.3613;656122.4327;375515.6651;213792.8488;77634.16672;261356.4098;98849.46263;63757.38502
2009-07-01;97255.32281;160393.6551;114676.3895;138982.633;234900.2588;118597.8456;71812.13915;128841.8165;34211.981;83322.06345;69834.6194;178643.2314;59785.16757;42200.7705;24988.65867;72272.05217;91502.37393;79151.99071;95244.519;178250.8714;127740.4876;109538.7275;133511.3869;67412.52512;183848.6781;62171.87762;110106.6327;255283.9744;172696.4393;115873.9979;23381.32158;83737.06663;46252.87646;33762.52297
2009-08-01;96872.04909;155531.8637;102943.8955;149175.7171;221288.7068;132320.441;86872.67303;149197.4237;40678.55304;93317.87646;82673.79177;195219.9912;70825.61946;50215.44278;30502.63721;76687.62749;79593.71674;77406.64351;99369.26186;198767.3178;126041.9476;112843.091;141219.7337;75185.63443;199848.012;59253.43359;106226.1951;245911.9456;172720.386;121684.4963;27213.13906;99558.98201;49887.59905;36570.38704
2009-09-01;90484.66551;145938.8487;97118.30485;132116.9322;211710.7165;117168.9867;70634.50402;128571.4016;34016.73764;82902.42541;69257.58934;176309.6774;58676.70768;40525.34205;23847.4482;67024.22547;76576.3523;69759.8775;88614.84826;174478.4646;118645.4494;102005.0858;130048.2988;65223.2793;168719.4035;54014.64003;95537.70268;218518.3561;156532.4811;110333.8373;20952.31122;78367.34319;44257.3387;32954.65529
2009-10-01;72120.67097;119418.6981;68914.60991;105179.0843;171813.2093;96204.95796;45711.32237;99482.11098;24473.41463;67358.78974;47539.90388;146180.6821;40628.7235;26843.11572;13909.2245;52316.66011;54182.38807;49283.83648;67766.73442;137092.3355;87078.82762;78212.6838;113461.0333;50191.27876;125183.2534;35179.01981;76278.16683;174139.9462;130778.1247;94586.46584;12739.32378;49122.40827;36609.51295;27508.18393
2009-11-01;69114.4833;115258.8172;64847.41652;99067.11745;166009.3639;91746.55366;40602.53173;93641.17706;22632.63282;64337.4036;43606.97168;140625.1781;37086.17422;23873.14269;11808.62756;48885.36912;51160.13771;45556.23329;63954.23609;129584.5138;83204.58913;74185.79918;109896.3068;46785.97677;114977.3655;32630.15011;71949.53853;162909.2238;124440.4113;91137.91001;11014.8443;42794.92539;34937.15751;26199.67201
2009-12-01;69814.03291;116467.8197;65590.19101;100356.6892;167249.0337;92711.50196;41573.52465;94744.94898;23201.64362;65148.00632;45258.24577;142113.0155;37563.95075;24501.849;12124.76827;49505.22816;52034.23798;46164.68382;65004.89545;130954.1334;84867.65313;75299.00497;110758.3226;47527.88705;117483.201;33773.35694;72896.02947;165760.1824;125809.6061;91989.89332;11588.42357;44324.25445;35330.69551;26432.69429
2010-01-01;67066.28197;112747.1495;61999.89063;94207.88491;162564.5256;88315.09852;36557.57117;89142.55571;21371.08505;62089.42062;41148.21857;136570.7402;34058.97519;21523.31355;10101.76536;45938.50762;49085.92325;42464.68699;61227.36132;123660.2683;80892.13818;71187.46662;107109.8499;43947.84611;107461.4135;31170.88464;68499.03703;154408.5867;119221.118;88441.25354;9964.86146;37978.19835;33676.38946;25075.57672
2010-02-01;69285.88611;115571.0521;64347.0692;99094.02859;165583.6136;92623.62313;41377.75022;94801.78392;23168.8351;64918.69676;45743.00355;141756.4695;36742.15436;24169.19419;11708.32756;48556.52601;50617.11109;44779.00636;64386.07925;129802.69;85002.54679;74681.47302;110243.4865;46744.66377;116479.8993;33852.90268;72191.47807;164868.9959;124706.3942;91553.7436;11922.3602;43971.40664;35252.45816;26056.53459
2010-03-01;81293.17403;133951.93;81919.57498;115294.2449;191055.8617;105415.0372;54965.62099;112457.9054;28791.44794;73104.20215;58004.70167;158578.8285;46695.44739;32503.8406;17710.53399;56464.14757;64023.33409;56302.56003;76517.54272;151591.7716;102944.6776;88581.04277;120042.8782;55252.53797;142175.5185;44711.53057;84232.11765;193073.3378;139752.6083;100292.8054;17304.25858;60498.86316;39639.5629;29123.54994
2010-04-01;69207.85153;116107.7396;64047.82158;96422.3907;165553.7381;91044.82663;38536.72761;92645.44559;22278.3173;62977.31924;43267.93671;139002.8043;35223.69307;22977.23204;11060.93216;46564.02022;50075.42664;43306.64742;62933.5826;127107.9068;83508.20124;73190.58913;108782.5602;44884.14037;111454.3623;32769.74621;71074.99892;161012.6209;121924.2343;89557.14369;11300.84878;40594.14071;34452.96702;25405.55683
2010-05-01;128692.3424;201393.8913;143996.2449;193479.7761;279379.0326;172806.8647;125053.4871;204593.2367;60634.18168;121852.6064;125663.3184;252887.5988;101266.9559;77056.7649;48038.74487;97945.57858;117540.8471;110721.4175;138272.2929;266294.5991;191854.4669;160743.2392;173012.9614;99061.6039;286201.8707;98139.92393;141121.4941;330069.809;216617.0218;152618.9235;48278.03385;155269.5887;68076.26563;44570.82403
2010-06-01;303450.6655;480297.3876;427937.7537;425964.2701;694518.0531;357290.7887;330623.8289;457419.5008;148413.7369;255540.9966;309365.7475;515024.982;247744.5488;197789.3629;129605.3513;208158.5426;352985.1995;299338.6202;336900.3525;580291.9207;489852.5705;388500.2561;323166.7492;214282.5794;700544.2944;283676.3756;300353.4029;685667.4843;416198.0081;294908.5271;141323.6318;414583.7646;145528.2873;85418.4866
2010-07-01;285001.3654;503273.0699;453927.5608;368892.6473;795946.4951;274554.9381;261045.0826;340277.5025;106558.7847;192753.185;222576.9267;394148.3703;180389.6842;143728.4081;93250.35238;159043.9943;334839.5405;264209.2416;282112.2851;438867.6739;361072.4845;301770.4139;259780.9446;162234.5431;508840.7307;248926.1284;311989.0959;788678.421;439180.1405;231401.5017;94539.96277;298386.1377;109448.2609;67456.71558
2010-08-01;148102.2263;232836.4148;179185.1041;217387.2964;331974.4263;191272.522;148179.8601;229903.5931;65418.55162;129146.964;133947.2855;270799.4871;111403.3499;86918.11395;55378.1088;122442.0347;141319.9046;129028.2247;154957.9525;289245.4076;209496.8576;178967.3045;186546.2615;108968.6304;337795.8069;108750.7149;152864.1944;351349.3652;229033.4179;174367.5756;59959.60718;184859.3473;78355.14289;48238.46376
2010-09-01;107480.4647;172129.4224;115192.9829;162422.1776;238430.2433;145475.6527;94309.90005;163772.7556;43547.58757;97076.99668;89395.72513;205380.1582;76406.12751;58509.74661;35377.69827;81560.19974;88950.98162;85698.12298;109206.2441;214838.2409;137800.9858;125446.7643;151425.7858;80608.6877;226570.3776;65649.50752;115636.2394;264999.9869;182764.1215;130892.8471;34586.78886;115792.0575;55279.59394;38648.8477
2010-10-01;79927.02574;131434.3818;79167.16504;117827.9765;185608.5913;108170.788;55098.62208;112953.6034;26656.1451;70977.14549;53169.04414;154018.2159;47180.55761;34001.24949;18329.84868;57176.62168;61595.34001;57564.14402;75947.42632;151362.0951;94160.63833;88119.07303;122561.1119;55805.16261;145721.0974;38944.88472;84428.00796;189207.9828;140480.4643;101908.536;17951.15308;63100.45677;40622.79475;29732.36981
2010-11-01;77106.71997;126754.0451;74406.16733;114357.9555;179088.8922;105885.6972;53011.08724;110286.2334;26031.83466;69963.69052;52054.40927;151455.0626;45992.35886;32592.04289;17087.92904;55957.51905;57766.42656;54688.64965;73329.46587;147256.6159;89970.03222;85104.17569;120779.2411;54545.22496;141434.4531;36481.62711;82176.53918;184636.5459;137999.4543;100364.723;17234.63193;60330.79648;39741.98601;29156.36328
