Datetime,Irrigation_A_3,Rural_2,Irrigation_A_1,Rural_1,Irrigation_A_2,Supply_city,L_34
2001-01-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2292930.55988
2001-02-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2269690.51209
2001-03-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999995,2828866.717429999
2001-04-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,3420370.9129
2001-05-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,5916036.1427099975
2001-06-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,5183837.753349998
2001-07-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,5784192.773469999
2001-08-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,3577162.16868
2001-09-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2310520.4439399997
2001-10-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2714166.86394
2001-11-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2240584.8738900004
2001-12-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2174770.335965
2002-01-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000005,2244332.1053400002
2002-02-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000005,2146905.0633799997
2002-03-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2076280.3560669995
2002-04-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,3556779.3943599993
2002-05-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,3579580.4780800003
2002-06-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,8358172.757350001
2002-07-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,2262.843486272429,1607039.9999999998,5613499.287663726
2002-08-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2892140.0205499995
2002-09-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000005,2891776.7661000006
2002-10-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000005,2318105.71118
2002-11-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2207876.0460600005
2002-12-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2141895.31519
2003-01-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2103964.19559
2003-02-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2066326.824601
2003-03-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2301901.6121699996
2003-04-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2460911.2202
2003-05-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,3718117.31721
2003-06-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,4357877.20253
2003-07-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,5077853.594340001
2003-08-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2923262.296069999
2003-09-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,3506751.6249000006
2003-10-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,3436014.625109999
2003-11-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2434904.0987199997
2003-12-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2331628.4476999994
2004-01-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2190322.87373
2004-02-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2101485.3368999995
2004-03-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,2555878.7932100003
2004-04-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607039.9999999998,2579652.01619
2004-05-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000002,4714377.94119
2004-06-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,10289704.948209995
2004-07-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0000000005,4289973.81231
2004-08-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,5311292.71896
2004-09-01T00:00:00,0.0,1007.9999999999999,0.0,3023.9999999999995,0.0,1607040.0,2719066.93655
2004-10-01T00:00:00,0.0,1007.9999999999999,3920.1095398123016,3023.9999999999995,24955.28825927076,1607040.0,2532643.3457809165
