Datetime,Rsl_3
2001-10-31T00:00:00,47730.95348653241
2001-11-01T00:00:00,45532.08122911019
2001-11-02T00:00:00,44867.13418709776
2001-11-03T00:00:00,43996.05009269909
2001-11-04T00:00:00,46539.35516868771
2001-11-05T00:00:00,45615.72955570332
2001-11-06T00:00:00,44232.078777295814
2001-11-07T00:00:00,42806.175860921365
2001-11-08T00:00:00,40817.96566676812
2001-11-09T00:00:00,42633.69782155144
2001-11-10T00:00:00,41308.13289084106
2001-11-11T00:00:00,65109.096000000005
2001-11-12T00:00:00,64401.705886444375
2001-11-13T00:00:00,63040.64668644437
2001-11-14T00:00:00,65109.096000000005
2001-11-15T00:00:00,63281.08326832819
2001-11-16T00:00:00,61588.68006832819
2001-11-17T00:00:00,60092.76004325044
2001-11-18T00:00:00,58518.49907587423
2001-11-19T00:00:00,65109.096000000005
2001-11-20T00:00:00,62907.28874304721
2001-11-21T00:00:00,60883.54154304721
2001-11-22T00:00:00,59137.63203327483
2001-11-23T00:00:00,65109.096000000005
2001-11-24T00:00:00,63415.80093291106
2001-11-25T00:00:00,61014.83133291105
2001-11-26T00:00:00,59101.1279945756
2001-11-27T00:00:00,56772.81701819075
2001-11-28T00:00:00,65109.096000000005
2001-11-29T00:00:00,65109.096000000005
2001-11-30T00:00:00,65109.096000000005
2001-12-01T00:00:00,63717.4512
2001-12-02T00:00:00,62325.8064
2001-12-03T00:00:00,60569.365013880044
2001-12-04T00:00:00,58751.255965387325
2001-12-05T00:00:00,65109.096000000005
2001-12-06T00:00:00,64458.3545055624
2001-12-07T00:00:00,63275.7113055624
2001-12-08T00:00:00,60885.71464443399
2001-12-09T00:00:00,65109.096000000005
2001-12-10T00:00:00,63566.48897216458
2001-12-11T00:00:00,65109.096000000005
2001-12-12T00:00:00,63149.28848921512
2001-12-13T00:00:00,65109.096000000005
2001-12-14T00:00:00,65109.096000000005
2001-12-15T00:00:00,65109.096000000005
2001-12-16T00:00:00,63335.1312
2001-12-17T00:00:00,61479.6048
2001-12-18T00:00:00,59109.036507386976
2001-12-19T00:00:00,57054.84178641555
2001-12-20T00:00:00,55123.60683412265
2001-12-21T00:00:00,53113.83626723972
2001-12-22T00:00:00,65109.096000000005
2001-12-23T00:00:00,65109.096000000005
2001-12-24T00:00:00,63493.156800000004
2001-12-25T00:00:00,61719.192
2001-12-26T00:00:00,60324.87245710205
2001-12-27T00:00:00,58594.87787204965
2001-12-28T00:00:00,57240.98785225163
2001-12-29T00:00:00,65109.096000000005
2001-12-30T00:00:00,63664.84123103568
2001-12-31T00:00:00,61895.97403103568
2002-01-01T00:00:00,65109.096000000005
2002-01-02T00:00:00,63297.04611182054
2002-01-03T00:00:00,60896.076511820545
2002-01-04T00:00:00,58526.1781994574
2002-01-05T00:00:00,55997.631381260966
2002-01-06T00:00:00,53911.81943479188
2002-01-07T00:00:00,51875.594112393206
2002-01-08T00:00:00,65109.096000000005
2002-01-09T00:00:00,65109.096000000005
2002-01-10T00:00:00,65109.096000000005
2002-01-11T00:00:00,65109.096000000005
2002-01-12T00:00:00,65109.096000000005
2002-01-13T00:00:00,65109.096000000005
2002-01-14T00:00:00,65109.096000000005
2002-01-15T00:00:00,65109.096000000005
2002-01-16T00:00:00,62998.689600000005
2002-01-17T00:00:00,61607.0448
2002-01-18T00:00:00,60015.56782560909
2002-01-19T00:00:00,58729.15485155932
2002-01-20T00:00:00,57023.033080303474
2002-01-21T00:00:00,55413.40789097405
2002-01-22T00:00:00,60493.16769995945
2002-01-23T00:00:00,58783.720734400355
2002-01-24T00:00:00,56992.01875323091
2002-01-25T00:00:00,63255.11185578087
2002-01-26T00:00:00,61773.37674541982
2002-01-27T00:00:00,65109.096000000005
2002-01-28T00:00:00,65109.096000000005
2002-01-29T00:00:00,63253.5696
2002-01-30T00:00:00,61229.822400000005
2002-01-31T00:00:00,58860.68983314108
2002-02-01T00:00:00,65109.096000000005
2002-02-02T00:00:00,63017.0489830769
2002-02-03T00:00:00,61401.1097830769
2002-02-04T00:00:00,59734.09658091515
2002-02-05T00:00:00,57929.12267058465
2002-02-06T00:00:00,56070.56235177527
2002-02-07T00:00:00,65109.096000000005
2002-02-08T00:00:00,65109.096000000005
2002-02-09T00:00:00,62912.0304
2002-02-10T00:00:00,61219.6272
2002-02-11T00:00:00,59313.10617283966
2002-02-12T00:00:00,57263.1789686793
2002-02-13T00:00:00,58304.2161037414
2002-02-14T00:00:00,63506.689524512505
2002-02-15T00:00:00,65109.096000000005
2002-02-16T00:00:00,63108.437684857985
2002-02-17T00:00:00,61084.69048485799
2002-02-18T00:00:00,59089.93891978756
2002-02-19T00:00:00,57126.32470088103
2002-02-20T00:00:00,63224.13314547767
2002-02-21T00:00:00,65109.096000000005
2002-02-22T00:00:00,65109.096000000005
2002-02-23T00:00:00,63299.448000000004
2002-02-24T00:00:00,61443.9216
2002-02-25T00:00:00,59275.24985190328
2002-02-26T00:00:00,60152.758815708024
2002-02-27T00:00:00,59653.88207187493
2002-02-28T00:00:00,65109.096000000005
2002-03-01T00:00:00,63633.04265583267
2002-03-02T00:00:00,61435.97705583267
2002-03-03T00:00:00,59060.19381227708
2002-03-04T00:00:00,56723.9871724464
2002-03-05T00:00:00,54433.75567609143
2002-03-06T00:00:00,52192.47674847085
2002-03-07T00:00:00,49938.36655326189
2002-03-08T00:00:00,57432.49280773789
2002-03-09T00:00:00,55686.934438708995
2002-03-10T00:00:00,53296.23300305928
2002-03-11T00:00:00,50767.212950839836
2002-03-12T00:00:00,49023.49494834356
2002-03-13T00:00:00,47258.03555131857
2002-03-14T00:00:00,45387.868467172404
2002-03-15T00:00:00,43282.250502237795
2002-03-16T00:00:00,41426.083461069786
2002-03-17T00:00:00,39744.96385869907
2002-03-18T00:00:00,38450.900230783154
2002-03-19T00:00:00,36598.86975696493
2002-03-20T00:00:00,38873.58078171041
2002-03-21T00:00:00,37262.9560130724
2002-03-22T00:00:00,35848.68777868509
2002-03-23T00:00:00,45616.60535379197
2002-03-24T00:00:00,48872.096921395074
2002-03-25T00:00:00,47315.05048697864
2002-03-26T00:00:00,45154.719359753944
2002-03-27T00:00:00,43047.08578717733
2002-03-28T00:00:00,41020.71122068091
2002-03-29T00:00:00,39085.16275069984
2002-03-30T00:00:00,37251.28460864212
2002-03-31T00:00:00,35580.888992347376
2002-04-01T00:00:00,34039.60680382501
2002-04-02T00:00:00,32530.537211927684
2002-04-03T00:00:00,32074.577508699567
2002-04-04T00:00:00,31045.252364119955
2002-04-05T00:00:00,30269.42086069519
2002-04-06T00:00:00,30473.11451214063
2002-04-07T00:00:00,31067.50200562595
2002-04-08T00:00:00,30754.96455603485
2002-04-09T00:00:00,30169.028964108486
2002-04-10T00:00:00,30050.352000000006
2002-04-11T00:00:00,30050.352000000006
2002-04-12T00:00:00,30050.352000000006
2002-04-13T00:00:00,30050.352000000006
2002-04-14T00:00:00,30050.352000000006
2002-04-15T00:00:00,30050.352000000006
2002-04-16T00:00:00,30050.352000000006
2002-04-17T00:00:00,30050.352000000006
2002-04-18T00:00:00,30050.352000000006
2002-04-19T00:00:00,30050.352000000006
2002-04-20T00:00:00,30050.352000000006
2002-04-21T00:00:00,30050.352000000006
2002-04-22T00:00:00,30050.352000000006
2002-04-23T00:00:00,30050.352000000006
2002-04-24T00:00:00,30050.352000000006
2002-04-25T00:00:00,30050.352000000006
2002-04-26T00:00:00,30050.352000000006
2002-04-27T00:00:00,30050.352000000006
2002-04-28T00:00:00,30050.352000000006
2002-04-29T00:00:00,30050.352000000006
2002-04-30T00:00:00,31324.752000000008
2002-05-01T00:00:00,31324.752000000008
2002-05-02T00:00:00,35492.7737377534
2002-05-03T00:00:00,49620.591301633496
2002-05-04T00:00:00,48820.44558559079
2002-05-05T00:00:00,51247.84969742397
2002-05-06T00:00:00,49530.4454454282
2002-05-07T00:00:00,47494.23582908296
2002-05-08T00:00:00,45610.13951631874
2002-05-09T00:00:00,43784.28303378295
2002-05-10T00:00:00,42227.428647841414
2002-05-11T00:00:00,40661.05107083567
2002-05-12T00:00:00,39023.1027957614
2002-05-13T00:00:00,37369.063732923874
2002-05-14T00:00:00,35750.724880582915
2002-05-15T00:00:00,34296.18667530278
2002-05-16T00:00:00,35640.73733235959
2002-05-17T00:00:00,34784.620961632856
2002-05-18T00:00:00,46411.916472228135
2002-05-19T00:00:00,48232.45230935009
2002-05-20T00:00:00,59007.40753567559
2002-05-21T00:00:00,61345.359254291805
2002-05-22T00:00:00,60271.24827460146
2002-05-23T00:00:00,59116.38128334474
2002-05-24T00:00:00,57907.737940915846
2002-05-25T00:00:00,56710.97627570417
2002-05-26T00:00:00,55647.46190868663
2002-05-27T00:00:00,54348.54139623762
2002-05-28T00:00:00,52926.83691153678
2002-05-29T00:00:00,51524.55127018908
2002-05-30T00:00:00,50341.18196252225
2002-05-31T00:00:00,48984.860122071914
2002-06-01T00:00:00,47649.572365977045
2002-06-02T00:00:00,46526.38322448082
2002-06-03T00:00:00,45180.03411607612
2002-06-04T00:00:00,43730.03526839393
2002-06-05T00:00:00,42186.131150306
2002-06-06T00:00:00,40814.751346083205
2002-06-07T00:00:00,39493.6540621472
2002-06-08T00:00:00,38164.16708898391
2002-06-09T00:00:00,36891.44257598053
2002-06-10T00:00:00,35518.03719976045
2002-06-11T00:00:00,34099.168973132335
2002-06-12T00:00:00,32865.88473672893
2002-06-13T00:00:00,31862.85861918315
2002-06-14T00:00:00,30940.614977682133
2002-06-15T00:00:00,30234.662864424732
2002-06-16T00:00:00,30050.352000000006
2002-06-17T00:00:00,30050.352000000006
2002-06-18T00:00:00,30050.352000000006
2002-06-19T00:00:00,30050.352000000006
2002-06-20T00:00:00,30050.352000000006
2002-06-21T00:00:00,30050.352000000006
2002-06-22T00:00:00,30050.352000000006
2002-06-23T00:00:00,30050.352000000006
2002-06-24T00:00:00,30050.352000000006
2002-06-25T00:00:00,30050.352000000006
2002-06-26T00:00:00,30050.352000000006
2002-06-27T00:00:00,30050.352000000006
2002-06-28T00:00:00,30050.352000000006
2002-06-29T00:00:00,30050.352000000006
2002-06-30T00:00:00,30050.352000000006
2002-07-01T00:00:00,30050.352000000006
2002-07-02T00:00:00,30050.352000000006
2002-07-03T00:00:00,30050.352000000006
2002-07-04T00:00:00,30050.352000000006
2002-07-05T00:00:00,30050.352000000006
2002-07-06T00:00:00,30050.352000000006
2002-07-07T00:00:00,30305.232000000007
2002-07-08T00:00:00,30305.232000000007
2002-07-09T00:00:00,30221.723879962676
2002-07-10T00:00:00,30093.05320521128
2002-07-11T00:00:00,31683.11833156041
2002-07-12T00:00:00,31670.551724268524
2002-07-13T00:00:00,31408.33279722373
2002-07-14T00:00:00,31163.276440632122
2002-07-15T00:00:00,30826.51712808886
2002-07-16T00:00:00,30495.158178428333
2002-07-17T00:00:00,30205.643739150513
2002-07-18T00:00:00,30050.352000000006
2002-07-19T00:00:00,30050.352000000006
2002-07-20T00:00:00,30050.352000000006
2002-07-21T00:00:00,43813.872
2002-07-22T00:00:00,44451.072
2002-07-23T00:00:00,43720.66611747565
2002-07-24T00:00:00,42511.770692470214
2002-07-25T00:00:00,41140.67935551291
2002-07-26T00:00:00,39747.23839728886
2002-07-27T00:00:00,38473.19029730331
2002-07-28T00:00:00,37189.01437570222
2002-07-29T00:00:00,36173.88722606654
2002-07-30T00:00:00,35514.98453455386
2002-07-31T00:00:00,34566.94511385815
2002-08-01T00:00:00,34424.70675599074
2002-08-02T00:00:00,35995.99604490611
2002-08-03T00:00:00,35418.841203431424
2002-08-04T00:00:00,34653.005122739974
2002-08-05T00:00:00,33664.4400110248
2002-08-06T00:00:00,32514.54543156012
2002-08-07T00:00:00,31348.97902190603
2002-08-08T00:00:00,30349.03881111777
2002-08-09T00:00:00,30050.352000000006
2002-08-10T00:00:00,30050.352000000006
2002-08-11T00:00:00,30050.352000000006
2002-08-12T00:00:00,30050.352000000006
2002-08-13T00:00:00,30050.352000000006
2002-08-14T00:00:00,30050.352000000006
2002-08-15T00:00:00,30050.352000000006
2002-08-16T00:00:00,30050.352000000006
2002-08-17T00:00:00,30050.352000000006
2002-08-18T00:00:00,30050.352000000006
2002-08-19T00:00:00,30050.352000000006
2002-08-20T00:00:00,30050.352000000006
2002-08-21T00:00:00,30050.352000000006
2002-08-22T00:00:00,30050.352000000006
2002-08-23T00:00:00,30050.352000000006
2002-08-24T00:00:00,30050.352000000006
2002-08-25T00:00:00,30050.352000000006
2002-08-26T00:00:00,30050.352000000006
2002-08-27T00:00:00,30050.352000000006
2002-08-28T00:00:00,30050.352000000006
2002-08-29T00:00:00,39034.872
2002-08-30T00:00:00,39162.312000000005
2002-08-31T00:00:00,39115.95083601502
2002-09-01T00:00:00,38311.128061709016
2002-09-02T00:00:00,37783.56278660934
2002-09-03T00:00:00,37339.54324628576
2002-09-04T00:00:00,36700.36808392242
2002-09-05T00:00:00,35784.2411094383
2002-09-06T00:00:00,43905.866173209884
2002-09-07T00:00:00,42904.16834043623
2002-09-08T00:00:00,41879.511694803405
2002-09-09T00:00:00,40928.595981981365
2002-09-10T00:00:00,39678.45371389233
2002-09-11T00:00:00,38161.13642021231
2002-09-12T00:00:00,36704.063712527444
2002-09-13T00:00:00,35524.09287712544
2002-09-14T00:00:00,38360.217009098844
2002-09-15T00:00:00,38067.13764555101
2002-09-16T00:00:00,36682.11746184941
2002-09-17T00:00:00,35479.72142031955
2002-09-18T00:00:00,34151.18882298056
2002-09-19T00:00:00,34254.697276086714
2002-09-20T00:00:00,37136.204804748195
2002-09-21T00:00:00,37048.315673824414
2002-09-22T00:00:00,37650.34853179825
2002-09-23T00:00:00,37867.81430298712
2002-09-24T00:00:00,37268.26940033915
2002-09-25T00:00:00,36462.91964913718
2002-09-26T00:00:00,35454.656018395726
2002-09-27T00:00:00,34298.06135953972
2002-09-28T00:00:00,33070.47283150251
2002-09-29T00:00:00,32002.70480835723
2002-09-30T00:00:00,30929.56054481775
2002-10-01T00:00:00,31399.264466683402
2002-10-02T00:00:00,30882.167916628623
2002-10-03T00:00:00,30286.194004647397
2002-10-04T00:00:00,30050.352000000006
2002-10-05T00:00:00,30050.352000000006
2002-10-06T00:00:00,30050.352000000006
2002-10-07T00:00:00,30050.352000000006
2002-10-08T00:00:00,30050.352000000006
2002-10-09T00:00:00,30050.352000000006
2002-10-10T00:00:00,30050.352000000006
2002-10-11T00:00:00,30050.352000000006
2002-10-12T00:00:00,35147.952000000005
2002-10-13T00:00:00,35147.952000000005
2002-10-14T00:00:00,33595.450431613994
2002-10-15T00:00:00,31990.08590659835
2002-10-16T00:00:00,30596.316177786255
2002-10-17T00:00:00,30050.352000000006
2002-10-18T00:00:00,30050.352000000006
2002-10-19T00:00:00,30050.352000000006
2002-10-20T00:00:00,30050.352000000006
2002-10-21T00:00:00,30305.232000000007
2002-10-22T00:00:00,30305.232000000007
2002-10-23T00:00:00,30092.627143374353
2002-10-24T00:00:00,30050.352000000006
2002-10-25T00:00:00,30050.352000000006
2002-10-26T00:00:00,30050.352000000006
2002-10-27T00:00:00,30050.352000000006
2002-10-28T00:00:00,30050.352000000006
2002-10-29T00:00:00,42029.71200000001
2002-10-30T00:00:00,47891.952000000005
2002-10-31T00:00:00,46645.91233417824
2002-11-01T00:00:00,44880.66723658182
2002-11-02T00:00:00,42855.560918731964
2002-11-03T00:00:00,40840.28365086706
2002-11-04T00:00:00,51510.95859398127
2002-11-05T00:00:00,50366.36491701528
2002-11-06T00:00:00,48942.92293170555
2002-11-07T00:00:00,47735.44244985898
2002-11-08T00:00:00,46296.58053686123
2002-11-09T00:00:00,44748.449756385715
2002-11-10T00:00:00,44135.44103658777
2002-11-11T00:00:00,44037.18821117145
2002-11-12T00:00:00,65109.096000000005
2002-11-13T00:00:00,65109.096000000005
2002-11-14T00:00:00,64273.08960000001
2002-11-15T00:00:00,63651.182400000005
2002-11-16T00:00:00,65109.096000000005
2002-11-17T00:00:00,62591.74237597604
2002-11-18T00:00:00,65109.096000000005
2002-11-19T00:00:00,62546.53834311678
2002-11-20T00:00:00,60002.83594311678
2002-11-21T00:00:00,57441.162197423895
2002-11-22T00:00:00,54705.77821030483
2002-11-23T00:00:00,53035.461870508036
2002-11-24T00:00:00,50774.710850072144
2002-11-25T00:00:00,48555.9184559411
2002-11-26T00:00:00,64877.7073712731
2002-11-27T00:00:00,65109.096000000005
2002-11-28T00:00:00,63337.996942707345
2002-11-29T00:00:00,65109.096000000005
2002-11-30T00:00:00,62668.0130752503
2002-12-01T00:00:00,63784.3874752503
2002-12-02T00:00:00,61220.341161997916
2002-12-03T00:00:00,59129.75967026857
2002-12-04T00:00:00,61825.86111669555
2002-12-05T00:00:00,59213.111773131954
2002-12-06T00:00:00,56601.01474903162
2002-12-07T00:00:00,62455.828814244094
2002-12-08T00:00:00,60022.37498034711
2002-12-09T00:00:00,57867.462203274365
2002-12-10T00:00:00,55920.99883370758
2002-12-11T00:00:00,53929.455502822166
2002-12-12T00:00:00,51781.50729173113
2002-12-13T00:00:00,51963.91129908322
2002-12-14T00:00:00,65109.096000000005
2002-12-15T00:00:00,65109.096000000005
2002-12-16T00:00:00,63936.648
2002-12-17T00:00:00,61912.9008
2002-12-18T00:00:00,59390.30073599274
2002-12-19T00:00:00,57124.93822325789
2002-12-20T00:00:00,54759.83154840537
2002-12-21T00:00:00,65109.096000000005
2002-12-22T00:00:00,62912.33053492505
2002-12-23T00:00:00,60368.62813492505
2002-12-24T00:00:00,65109.096000000005
2002-12-25T00:00:00,65109.096000000005
2002-12-26T00:00:00,62998.689600000005
2002-12-27T00:00:00,60888.283200000005
2002-12-28T00:00:00,58523.65968284505
2002-12-29T00:00:00,56276.75387899164
2002-12-30T00:00:00,53799.00087972713
2002-12-31T00:00:00,51254.884739151705
2003-01-01T00:00:00,48891.947788916004
2003-01-02T00:00:00,49830.36682316394
2003-01-03T00:00:00,61546.133453895425
2003-01-04T00:00:00,65109.096000000005
2003-01-05T00:00:00,65109.096000000005
2003-01-06T00:00:00,65109.096000000005
2003-01-07T00:00:00,62998.689600000005
2003-01-08T00:00:00,61143.1632
2003-01-09T00:00:00,58858.866596378975
2003-01-10T00:00:00,65109.096000000005
2003-01-11T00:00:00,65109.096000000005
2003-01-12T00:00:00,65109.096000000005
2003-01-13T00:00:00,65109.096000000005
2003-01-14T00:00:00,63253.5696
2003-01-15T00:00:00,61143.1632
2003-01-16T00:00:00,62040.51072033798
2003-01-17T00:00:00,65062.262678954
2003-01-18T00:00:00,63455.346913231864
2003-01-19T00:00:00,61055.160319873816
2003-01-20T00:00:00,65109.096000000005
2003-01-21T00:00:00,65109.096000000005
2003-01-22T00:00:00,65109.096000000005
2003-01-23T00:00:00,65109.096000000005
2003-01-24T00:00:00,65109.096000000005
2003-01-25T00:00:00,65109.096000000005
2003-01-26T00:00:00,65109.096000000005
2003-01-27T00:00:00,65109.096000000005
2003-01-28T00:00:00,65109.096000000005
2003-01-29T00:00:00,65109.096000000005
2003-01-30T00:00:00,65109.096000000005
2003-01-31T00:00:00,65109.096000000005
2003-02-01T00:00:00,65109.096000000005
2003-02-02T00:00:00,62820.27360000001
2003-02-03T00:00:00,61163.55360000001
2003-02-04T00:00:00,58596.54564033012
2003-02-05T00:00:00,65109.096000000005
2003-02-06T00:00:00,62692.674633139686
2003-02-07T00:00:00,60291.70503313969
2003-02-08T00:00:00,57727.17810441664
2003-02-09T00:00:00,55088.3474938
2003-02-10T00:00:00,62778.267900342515
2003-02-11T00:00:00,60367.886608019755
2003-02-12T00:00:00,57801.694358201974
2003-02-13T00:00:00,55538.793928945255
2003-02-14T00:00:00,65109.096000000005
2003-02-15T00:00:00,65109.096000000005
2003-02-16T00:00:00,65109.096000000005
2003-02-17T00:00:00,65109.096000000005
2003-02-18T00:00:00,65109.096000000005
2003-02-19T00:00:00,64018.2096
2003-02-20T00:00:00,65109.096000000005
2003-02-21T00:00:00,62967.32491962866
2003-02-22T00:00:00,65109.096000000005
2003-02-23T00:00:00,63184.520228249814
2003-02-24T00:00:00,60508.280228249816
2003-02-25T00:00:00,57934.24166005144
2003-02-26T00:00:00,55187.27810489437
2003-02-27T00:00:00,52409.91200437352
2003-02-28T00:00:00,49706.53905178895
2003-03-01T00:00:00,47127.33885297374
2003-03-02T00:00:00,44962.38930897843
2003-03-03T00:00:00,42844.57470917037
2003-03-04T00:00:00,40874.511449068115
2003-03-05T00:00:00,38979.29799463051
2003-03-06T00:00:00,36900.9539804723
2003-03-07T00:00:00,65109.096000000005
2003-03-08T00:00:00,63336.935317235526
2003-03-09T00:00:00,61053.21051723552
2003-03-10T00:00:00,59891.974330868215
2003-03-11T00:00:00,58489.758768529355
2003-03-12T00:00:00,56707.05989320397
2003-03-13T00:00:00,65109.096000000005
2003-03-14T00:00:00,63139.37966994854
2003-03-15T00:00:00,60819.971669948536
2003-03-16T00:00:00,57920.128116634325
2003-03-17T00:00:00,55792.92618670518
2003-03-18T00:00:00,53800.413454306865
2003-03-19T00:00:00,51928.704339811025
2003-03-20T00:00:00,62762.017924410255
2003-03-21T00:00:00,61198.77473539203
2003-03-22T00:00:00,59374.59697119984
2003-03-23T00:00:00,57651.75874882382
2003-03-24T00:00:00,55633.15888027781
2003-03-25T00:00:00,53808.83381844105
2003-03-26T00:00:00,61019.54259826527
2003-03-27T00:00:00,59944.10273891249
2003-03-28T00:00:00,58663.72997887824
2003-03-29T00:00:00,56718.55374769748
