Date;1
2017-12-01;607460.1973
2018-01-01;494683.1318
2018-02-01;702440.6913
2018-03-01;660685.6873
2018-04-01;1344749.671
2018-05-01;966078.2518
2018-06-01;907991.2154
2018-07-01;829403.2567
2018-08-01;1345815.555
2018-09-01;1419878.745
2018-10-01;1161044.229
2018-11-01;897348.3232
2018-12-01;739082.7055
