Date,U_init,etp,prec,FC,WP,zr,dg,kc,area
2005-02-01,15.88676333,20181.08145,21599.325,26,12,189.77,1.31,0.7032519,297000
2005-03-01,15.1084935,22573.86504,50950.35,26,12,189.77,1.31,0.8123616,297000
2005-04-01,17.02403273,28934.97715,23589.22676,26,12,189.77,1.31,0.8123616,297000
2005-05-01,15.07730427,24024.8584,55999.35,26,12,189.77,1.31,0.8123616,297000
2005-06-01,17.55008315,27807.70078,42552.67148,26,12,189.77,1.31,0.8123616,297000
2005-07-01,17.92211352,23184.96855,87191.78203,26,12,189.77,1.31,0.8123616,297000
2005-08-01,23.67286448,26185.3752,17634.375,26,12,189.77,1.31,0.8123616,297000
2005-09-01,21.19913791,19629.80684,5784.075,26,12,189.77,1.31,0.8123616,297000
2005-10-01,18.40531022,13650.59971,3823.875,26,12,189.77,1.31,0.6786307,297000
2005-11-01,16.43499129,12009.04102,4744.575,26,12,189.77,1.31,0.6786307,297000
2005-12-01,14.87999593,13461.97588,6199.875,26,12,189.77,1.31,0.6786307,297000
2006-01-01,13.29699938,14812.22637,4766.849561,26,12,189.77,1.31,0.66746527,297000
2006-02-01,11.40015626,6208.672852,21666.14824,26,12,189.77,1.31,0.66746527,297000
2006-03-01,12.76017445,18587.54355,31972.05,26,12,189.77,1.31,0.7884396,297000
2006-04-01,13.02539888,21108.17285,23767.425,26,12,189.77,1.31,0.7884396,297000
2006-05-01,12.25451788,15440.58105,57335.85,26,12,189.77,1.31,0.7884396,297000
2006-06-01,16.04562006,25450.13848,153749.475,26,12,189.77,1.31,0.7884396,297000
2006-07-01,28.54635323,27649.55566,38810.475,26,12,189.77,1.31,0.7884396,297000
2006-08-01,27.7411097,26192.8002,24302.02324,26,12,189.77,1.31,0.737716,297000
2006-09-01,25.7023726,18551.50488,25460.325,26,12,189.77,1.31,0.72361875,297000
2006-10-01,24.97403966,15520.29082,15005.925,26,12,189.77,1.31,0.72361875,297000
2006-11-01,23.36711259,13944.90059,749.9250549,26,12,189.77,1.31,0.6673371,297000
2006-12-01,20.77938275,16045.15078,57469.5,26,12,189.77,1.31,0.66486603,297000
2007-01-01,24.57149523,24667.25098,22.27500172,26,12,189.77,1.31,0.6726084,297000
2007-02-01,20.40239662,24760.93887,1997.325,26,12,189.77,1.31,0.6726084,297000
2007-03-01,16.62217206,29486.925,12466.57412,26,12,189.77,1.31,0.8631924,297000
2007-04-01,12.95151428,18013.89727,40830.07852,26,12,189.77,1.31,0.8631924,297000
2007-05-01,14.14203137,24900.94863,62689.275,26,12,189.77,1.31,0.8631924,297000
2007-06-01,16.72210845,28141.20703,63275.85,26,12,189.77,1.31,0.8631924,297000
2007-07-01,18.87241697,25589.43457,51351.29648,26,12,189.77,1.31,0.8631924,297000
2007-08-01,20.11975523,26308.54688,58301.1,26,12,189.77,1.31,0.8631924,297000
2007-09-01,21.92135257,19518.81328,45069.75,26,12,189.77,1.31,0.85005075,297000
2007-10-01,23.12883609,17028.97559,19564.875,26,12,189.77,1.31,0.85005075,297000
2007-11-01,21.52039664,14513.53096,10677.15,26,12,189.77,1.31,0.79972696,297000
2007-12-01,19.69525547,17395.93477,22.27500172,26,12,189.77,1.31,0.75600636,297000
